recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Bulgogi (Korean Barbecued Beef),Bulgogi,"[""3 tablespoons soy sauce"", ""1 tablespoon sesame oil"", ""1 tablespoon sesame seeds"", ""1 clove garlic, minced"", ""1 teaspoon white sugar"", ""½ teaspoon salt"", ""½ teaspoon ground black pepper"", ""¼ teaspoon monosodium glutamate (MSG) (Optional)"", ""1 pound beef top sirloin, thinly sliced"", ""1 carrot, julienned"", ""1 green onion, chopped"", ""½ yellow onion, chopped""]","[""In a large resealable plastic bag, combine soy sauce, sesame oil, sesame seeds, garlic, sugar, salt, black pepper, and MSG. Place beef, carrots, and onions in the bag; seal, and shake to coat the vegetables and beef with the sauce. Refrigerate for at least 2 1/2 hours. I prefer to marinate mine overnight."", ""Preheat an outdoor grill for high heat. Remove meat and vegetables from marinade, and place on a large sheet of aluminum foil; seal. Discard marinade."", ""Place on grill, and cook for 15 to 20 minutes, or to desired doneness.""]",12,3,22,82,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",74,moderate
Bulgogi (Korean BBQ),Bulgogi,"[""1 cup soy sauce"", ""½ cup pear juice or white wine"", ""3 tablespoons white sugar"", ""2 tablespoons chopped garlic"", ""1 teaspoon sesame oil"", ""1 teaspoon sesame seeds"", ""1 tablespoon ground black pepper"", ""1 teaspoon monosodium glutamate"", ""1 (2 pound) beef rump roast, sliced into thin strips"", ""1 onion, cut into thin strips""]","[""In a large bowl, mix together soy sauce, pear juice, sugar, garlic, sesame oil, sesame seeds, black pepper, and monosodium glutamate; add beef and onions. Stir to coat, cover, and refrigerate for 1 hour."", ""Preheat a grill pan over high heat and brush with oil; add beef and onions. Cook, turning to brown evenly, for 3 to 6 minutes, or until done.""]",10,2,17,40,"[""gluten_free"", ""nut_free"", ""kosher""]",70,moderate
Korean Bulgogi Bowl,Bulgogi,"[""1 pound lean ground beef"", ""1 tablespoon sesame oil"", ""¼ cup brown sugar"", ""¼ cup soy sauce"", ""¼ cup water"", ""½ Asian pear, grated"", ""5 cloves garlic, minced, or more to taste"", ""1 inch piece ginger, peeled and diced"", ""1 teaspoon red pepper flakes"", ""½ teaspoon ground black pepper"", ""1 cup cooked brown rice, or more to taste"", ""1 head romaine lettuce, chopped, or to taste"", ""1 cucumber, diced"", ""1 red bell pepper, diced, or to taste (Optional)"", ""1 tablespoon sesame seeds, or to taste (Optional)""]","[""Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Mix in sesame oil."", ""Combine brown sugar, soy sauce, water, Asian pear, garlic, ginger, red pepper flakes, and black pepper in a food processor. Blend until combined but still slightly chunky. Pour mixture into the skillet with the beef and cook over medium heat until most of the liquid evaporates, 7 to 9 minutes."", ""Place 1/4 the cooked brown rice in the bottom of an individual serving bowl. Top with a portion of beef mixture, lettuce, cucumber, red bell pepper, and sesame seeds. Repeat with remaining rice, beef, and toppings.""]",15,3,30,44,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",64,moderate
Daeji Bulgogi (Pork Bulgogi),Bulgogi,"[""3 tablespoons soy sauce"", ""2 tablespoons Korean barbeque sauce"", ""2 tablespoons Korean hot pepper paste"", ""1 tablespoon white sugar"", ""1 tablespoon minced ginger root"", ""2 teaspoons red pepper flakes"", ""½ teaspoon sesame seeds"", ""¼ teaspoon ground black pepper"", ""1 ½ pounds boneless pork shoulder, thinly sliced"", ""1 onion, sliced""]","[""Whisk soy sauce, barbeque sauce, hot pepper paste, sugar, ginger root, red pepper flakes, sesame seeds, and black pepper together in a small bowl."", ""Place pork in a large bowl. Pour soy sauce mixture over pork; toss to coat. Marinate in the refrigerator, at least 3 hours and up to overnight."", ""Preheat a large skillet or grill pan over medium-high heat. Add pork, discarding marinade. Cook, stirring frequently, until pork begins to brown, about 5 minutes. Stir in onion; cook until soft, about 10 minutes.""]",10,3,20,53,"[""gluten_free"", ""nut_free""]",72,moderate
Spicy Hawaiian Slow Cooker Chicken Bulgogi,Bulgogi,"[""2 pounds skinless, boneless chicken breasts, cut into 1-inch pieces"", ""1 onion, chopped"", ""1 (20 ounce) can pineapple tidbits with juice"", ""1 (10 ounce) bottle Korean bulgogi marinade"", ""½ cup gochujang (Korean hot pepper paste), or to taste"", ""1 (8 ounce) package shredded carrots"", ""1 (8 ounce) package shredded broccoli stalks"", ""½ bunch fresh cilantro, chopped""]","[""Place chicken and onion in a slow cooker. Stir in pineapple, bulgogi marinade, and gochujang."", ""Cook on High for 3 hours."", ""Mix shredded carrots and broccoli into the slow cooker and continue cooking for 1 hour."", ""Stir in cilantro and cook 15 minutes more. Serve.""]",8,4,16,39,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",90,healthy
Sloppy Bulgogi,Bulgogi,"[""½ cup rice vinegar"", ""½ cup water"", ""2 tablespoons raw cane sugar"", ""1 teaspoon sriracha sauce"", ""1 small cucumber, thinly sliced"", ""½ small red onion, sliced into petals""]","[""Bring rice vinegar, water, sugar, and sriracha to a boil in a small saucepan over medium heat. Cook until sugar has dissolved, about 2 minutes. Place cucumber and red onion in a flat-bottomed dish and pour vinegar mixture over the top. Set aside to pickle as you prepare the bulgogi."", ""Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until no longer pink, about 5 minutes. Drain and discard grease; return beef to skillet. Add soy sauce, brown sugar, green onions, sesame oil, sriracha, garlic, and ginger. Cook, stirring occasionally, until sauce begins to thicken, about 8 minutes."", ""Serve bulgogi mixture on hamburger buns topped with the pickled cucumbers and onions.""]",6,3,18,56,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",54,moderate
Copycat McChicken Sandwich,Burgers,"[""1 pound boneless skinless chicken breast, cut into 1-inch pieces"", ""3/4 pound boneless skinless chicken thighs, cut into 1-inch pieces"", ""1/2 teaspoon garlic powder"", ""1/4 teaspoon white pepper"", ""1 teaspoon paprika, divided"", ""2 teaspoons salt, divided"", ""1 cup flour"", ""2/3 cup cornstarch"", ""3/4 teaspoon pepper"", ""6 hamburger buns,"", ""1 1/4 cups club soda"", ""oil for frying, or as needed"", ""shredded iceberg lettuce, to taste"", ""3 tablespoons mayonnaise""]","[""Combine chicken, garlic powder, white pepper, 1/2 teaspoon paprika, and 1 teaspoon salt in a food processor. Pulse until finely chopped and it forms a uniform mixture."", ""Shape chicken mixture into 6 patties and freeze on a parchment or wax paper-lined baking sheet for 20 to 30 minutes."", ""Heat oil to 375 degrees F (190 degrees C). Whisk together flour, cornstarch, remaining salt, remaining paprika, and pepper in a bowl. Lightly coat partially frozen patties in flour mixture and shake off any excess mixture and set patties aside."", ""Add club soda to remaining flour mixture in bowl and whisk to combine."", ""Working 2 to 3 at a time, dip patties into batter, allow excess to drip off and carefully place into the hot oil. Fry, while maintaining a temperature of 330 to 350 degrees F (165 to 175 degrees C), until golden brown, crispy, and cooked through, 5 to 6 minutes per batch. Drain on a wire rack set inside a paper towel lined rimmed baking sheet. Repeat with remaining patties."", ""Serve patties on buns with shredded lettuce and mayonnaise.""]",14,6,28,38,"[""nut_free"", ""halal"", ""kosher""]",66,moderate
Copycat Onion Wrapped Flying Dutchman,Burgers,"[""1 large white onion"", ""3/4 pound ground beef round"", ""1 teaspoon kosher salt"", ""1/2 teaspoon ground black pepper"", ""4 slices merican cheese, cut into thirds"", ""1/4 cup mayonnaise"", ""1 tablespoon ketchup"", ""1 teaspoon mustard"", ""1 tablespoon pickle relish""]","[""Cut 4 1/2 -inch thick slices from the center portion of the onion and discard the smaller ends for another use. Divide beef into 4 portions and form each portion into a very thin patty. Season patties with salt and pepper."", ""Heat a large skillet over medium-high heat. Working in batches, add 2 onion slices to the pan and cook, undisturbed, about 2 minutes. Add 2 patties and continue to cook until golden brown, 2 to 3 minutes. Flip onion and burger patties and continue to cook until golden brown pressing the burger as it cooks."", ""Add 2 cheese slices to the top of one onion slice and both burger patties. Place one burger on the cheese-topped onion slice and top with the second burger patty. Place remaining onion slice over burger and press down. Flip burger and cook 1 to 2 more minutes. Remove frompan and set aside. Repeat with remaining onions, burger patties andcheese."", ""Combine mayo, ketchup, mustard, and pickle relish in a small bowl and stir well. Serve with burgers.""]",9,4,29,74,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",78,moderate
Chipotle Chicken Burgers,Burgers,"[""1/4 cup mayonnaise"", ""1 tablespoon adobo sauce from chipotle peppers"", ""1 teaspoon lime juice"", ""1/8 teaspoon salt""]","[""Stir mayonnaise, 1 tablespoon adobo sauce, lime juice, and the 1/8 teaspoon salt together in a small bowl; set aside. In a medium bowl, combine ground chicken, chipotle peppers, queso fresco, salt, and ground coriander. Form into 4 patties and place on squares of parchment paper. Refrigerate for 10 minutes to help patties firm up."", ""Preheat a large non-stick skillet over medium-high heat. Brush skillet with butter and toast buns, cut side down, until lightly browned, about 1 to 2 minutes; set aside."", ""Heat oil in the same skillet over medium heat. Fry burgers until chicken is no longer pink at the center and juices run clear. An instant-read thermometer inserted near the center should read at least 165 degrees F (74 degrees C), about 3 minutes per side. Turn heat off. Place cheese slices over patties and cover with a lid, letting the residual heat melt the cheese."", ""Spread chipotle mayo on bottom buns and sprinkle with 1 tablespoon cilantro. Add chicken patty and top with pico de gallo.""]",4,4,22,74,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",62,moderate
Chimichurri Chicken Burgers,Burgers,"[""1/2 cup talian parsley leaves"", ""1/4 cup cilantro leaves"", ""2 tablespoons fresh oregano leaves"", ""2 cloves garlic, sliced"", ""1/4 cup olive oil"", ""2 tablespoons white wine vinegar"", ""1/4 teaspoon kosher salt"", ""1/4 teaspoon ground black pepper"", ""1/4 teaspoon ground cumin"", ""1/8 teaspoon red pepper flakes""]","[""To make chimichurri, chop herbs with a sharp knife until fine; add sliced garlic to the mixture. Continue chopping until mixture is very fine; transfer to a bowl. Stir in the 1/4 cup olive oil, white wine vinegar, the 1/4 teaspoon salt, black pepper, cumin, and red pepper flakes. Wrap and refrigerate until needed."", ""To make burgers, place chicken thighs in the freezer until firm and half-frozen, about 30 minutes."", ""Place thighs on a cutting board, and using a large sharp knife or heavy cleaver, chop until it resembles coarsely ground meat. (Alternatively, place chicken in a food processor; pulse on and off, scraping sides often, until texture resembles coarsely ground meat.)"", ""Transfer chicken to a bowl, add the 1 1/2 teaspoons salt and 1/4 cup chimichurri sauce. Use a fork to mix thoroughly."", ""Using damp hands, form chicken mixture into 4 equal-sized patties, about 1/2-inch thick. Cover and refrigerate until chilled, about 30 minutes."", ""Stir together mayonnaise and remaining chimichurri sauce to make spread for buns; refrigerate until needed."", ""Remove burgers from the fridge; sprinkle both sides with breadcrumbs."", ""Add olive oil to a large non-stick skillet and set over medium high heat. When hot, but before oil starts smoking, add burgers, and cook about 5 minutes per side, or until chicken is cooked through. An instant read thermometer inserted near the center should read 145 to 150 degrees F (63 to 65 degrees C)."", ""Let burgers rest for a minute or two. Serve on buns spread with chimichurri mayo and the fixings of your choice.""]",10,9,27,100,"[""nut_free"", ""kosher""]",76,moderate
Homemade Smash Burgers,Burgers,"[""1 tablespoon ketchup"", ""1 tablespoon mayonnaise"", ""½ tablespoon sweet pickle relish"", ""1 teaspoon vinegar"", ""½ teaspoon white sugar"", ""½ teaspoon granulated garlic"", ""salt and freshly ground black pepper to taste""]","[""Stir ketchup, mayonnaise, pickle relish, vinegar, white sugar, and garlic together in a small bowl. Season to taste with salt and black pepper; cover and set aside,"", ""Divide ground beef into 4 even pieces. Roll each piece into a ball; refrigerate until needed. Spread cut sides of each hamburger bun with butter."", ""Heat a large cast iron or nonstick skillet over medium-high heat (you can add a little vegetable oil if worried about sticking)."", ""Add two hamburger balls to the skillet. Smash meat flat using the bottom of a small sauce pot or a spatula. Hold in place until seared, about 1 minute; season with salt and pepper. Cook until a good crust forms, then flip."", ""Once the flip side looks close to being done, cover with cheese slice. Move the patties aside and place buns, butter side down, in skillet until toasted. Continue to cook burgers until cheese is melted, meat is no longer pink in the center, about 5 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C)."", ""Remove buns to a plate; top each bottom bun with a patty. Spread toasted side of top bun with some of the special sauce."", ""Lay a few onions down on the patty, cover with the top bun and enjoy!""]",7,7,23,80,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",58,moderate
Seasoned Turkey Burgers,Burgers,"[""1 ½ pounds ground turkey"", ""1 large egg, lightly beaten (Optional)"", ""1 (1 ounce) package dry onion soup mix"", ""1 ½ tablespoons soy sauce"", ""½ teaspoon ground black pepper"", ""½ teaspoon garlic powder"", ""6 hamburger buns, split""]","[""Mix turkey, egg, onion soup mix, soy sauce, pepper, and garlic powder in a large bowl until well combined; refrigerate mixture for about 10 minutes, then form into 6 equal-sized patties."", ""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Cook turkey burgers on the preheated grill, turning once, until no longer pink in the center and the juices run clear, about 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Serve on buns.""]",7,3,14,55,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,moderate
Zucchini Patties,Burgers,"[""2 cups grated zucchini"", ""2 large eggs, beaten"", ""½ cup all-purpose flour"", ""½ cup grated Parmesan cheese"", ""½ cup shredded mozzarella cheese"", ""¼ cup chopped onion"", ""salt to taste"", ""2 tablespoons vegetable oil""]","[""Place grated zucchini in a clean kitchen towel or paper towels and squeeze it tightly with your hands to remove excess water."", ""Place drained zucchini in a medium bowl; add eggs, flour, Parmesan cheese, mozzarella cheese, onion, and salt and stir until well combined."", ""Heat oil in a skillet over medium-high heat."", ""Scoop tablespoonfuls of zucchini mixture into hot oil and fry, working in batches, until crisp and golden brown, about 2 minutes per side.""]",8,4,17,37,"[""nut_free"", ""halal"", ""kosher""]",72,moderate
